"Registry name","Meta/dmg","Display name","Ore Dict Keys","NBT"
"chisel:concrete_white",14,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white",15,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",0,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",1,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",2,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",3,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",4,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",5,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",6,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",7,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",8,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",9,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",10,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",11,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",12,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",13,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",14,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white1",15,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_white2",0,"White Concrete","blockConcrete,blockConcreteWhite",""
"chisel:concrete_yellow",0,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",1,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",2,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",3,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",4,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",5,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",6,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",7,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",8,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",9,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",10,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",11,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",12,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",13,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",14,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow",15,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",0,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",1,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",2,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",3,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",4,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",5,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",6,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",7,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",8,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",9,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",10,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",11,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",12,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",13,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",14,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow1",15,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:concrete_yellow2",0,"Yellow Concrete","blockConcrete,blockConcreteYellow",""
"chisel:diamond",0,"Block of Diamond","blockDiamond",""
"chisel:diamond",1,"Block of Diamond","blockDiamond",""
"chisel:diamond",2,"Block of Diamond","blockDiamond",""
"chisel:diamond",3,"Block of Diamond","blockDiamond",""
"chisel:diamond",4,"Block of Diamond","blockDiamond",""
"chisel:diamond",5,"Block of Diamond","blockDiamond",""
"chisel:diamond",6,"Block of Diamond","blockDiamond",""
"chisel:diamond",7,"Block of Diamond","blockDiamond",""
"chisel:diamond",8,"Block of Diamond","blockDiamond",""
"chisel:diamond",9,"Block of Diamond","blockDiamond",""
"chisel:diamond",10,"Block of Diamond","blockDiamond",""
"chisel:diamond",11,"Block of Diamond","blockDiamond",""
"chisel:diorite",0,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",1,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",2,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",3,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",4,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",5,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",6,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",7,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",8,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",9,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",10,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",11,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",12,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",13,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",14,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite",15,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",0,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",1,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",2,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",3,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",4,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",5,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",6,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",7,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",8,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",9,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",10,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",11,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",12,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",13,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",14,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite1",15,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:diorite2",0,"Diorite","stoneDiorite,stoneDioritePolished",""
"chisel:dirt",0,"Dirt","dirt",""
"chisel:dirt",1,"Dirt","dirt",""
"chisel:dirt",2,"Dirt","dirt",""
"chisel:dirt",3,"Dirt","dirt",""
"chisel:dirt",4,"Dirt","dirt",""
"chisel:dirt",5,"Dirt","dirt",""
"chisel:dirt",6,"Dirt","dirt",""
"chisel:dirt",7,"Dirt","dirt",""
"chisel:dirt",8,"Dirt","dirt",""
"chisel:dirt",9,"Dirt","dirt",""
"chisel:dirt",10,"Dirt","dirt",""
"chisel:dirt",11,"Dirt","dirt",""
"chisel:dirt",12,"Dirt","dirt",""
"chisel:dirt",13,"Dirt","dirt",""
"chisel:dirt",14,"Dirt","dirt",""
"chisel:dirt",15,"Dirt","dirt",""
"chisel:emerald",0,"Block of Emerald","blockEmerald",""
"chisel:emerald",1,"Block of Emerald","blockEmerald",""
"chisel:emerald",2,"Block of Emerald","blockEmerald",""
"chisel:emerald",3,"Block of Emerald","blockEmerald",""
"chisel:emerald",4,"Block of Emerald","blockEmerald",""
"chisel:emerald",5,"Block of Emerald","blockEmerald",""
"chisel:emerald",6,"Block of Emerald","blockEmerald",""
"chisel:emerald",7,"Block of Emerald","blockEmerald",""
"chisel:emerald",8,"Block of Emerald","blockEmerald",""
"chisel:emerald",9,"Block of Emerald","blockEmerald",""
"chisel:emerald",10,"Block of Emerald","blockEmerald",""
"chisel:emerald",11,"Block of Emerald","blockEmerald",""
"chisel:emerald",12,"Block of Emerald","blockEmerald",""
"chisel:emerald",13,"Block of Emerald","blockEmerald",""
"chisel:endstone",0,"Endstone","endstone",""
"chisel:endstone",1,"Endstone","endstone",""
"chisel:endstone",2,"Endstone","endstone",""
"chisel:endstone",3,"Endstone","endstone",""
"chisel:endstone",4,"Endstone","endstone",""
"chisel:endstone",5,"Endstone","endstone",""
"chisel:endstone",6,"Endstone","endstone",""
"chisel:endstone",7,"Endstone","endstone",""
"chisel:endstone",8,"Endstone","endstone",""
"chisel:endstone",9,"Endstone","endstone",""
"chisel:endstone",10,"Endstone","endstone",""
"chisel:endstone",11,"Endstone","endstone",""
"chisel:endstone",12,"Endstone","endstone",""
"chisel:endstone",13,"Endstone","endstone",""
"chisel:endstone",14,"Endstone","endstone",""
"chisel:endstone",15,"Endstone","endstone",""
"chisel:endstone1",0,"Endstone","endstone",""
"chisel:endstone1",1,"Endstone","endstone",""
"chisel:endstone1",2,"Endstone","endstone",""
"chisel:endstone1",3,"Endstone","endstone",""
"chisel:endstone1",4,"Endstone","endstone",""
"chisel:endstone1",5,"Endstone","endstone",""
"chisel:endstone1",6,"Endstone","endstone",""
"chisel:endstone1",7,"Endstone","endstone",""
"chisel:endstone1",8,"Endstone","endstone",""
"chisel:endstone1",9,"Endstone","endstone",""
"chisel:endstone2",0,"Endstone","endstone",""
"chisel:endstone2",1,"Endstone","endstone",""
"chisel:endstone2",2,"Endstone","endstone",""
"chisel:endstone2",3,"Endstone","endstone",""
"chisel:endstone2",4,"Endstone","endstone",""
"chisel:endstone2",5,"Endstone","endstone",""
"chisel:endstone2",6,"Endstone","endstone",""
"chisel:glass",0,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",1,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",2,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",3,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",4,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",5,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",6,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",7,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",8,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",9,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",10,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",11,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",12,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",13,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",14,"Glass","blockGlass,blockGlassColorless",""
"chisel:glass",15,"Glass","blockGlass,blockGlassColorless",""
"chisel:glassdyedblack",0,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblack",1,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblack",2,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblack",3,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblack",4,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblack",5,"Black Stained Glass","blockGlass,blockGlassBlack",""
"chisel:glassdyedblue",0,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedblue",1,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedblue",2,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedblue",3,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedblue",4,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedblue",5,"Blue Stained Glass","blockGlass,blockGlassBlue",""
"chisel:glassdyedbrown",0,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedbrown",1,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedbrown",2,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedbrown",3,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedbrown",4,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedbrown",5,"Brown Stained Glass","blockGlass,blockGlassBrown",""
"chisel:glassdyedcyan",0,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedcyan",1,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedcyan",2,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedcyan",3,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedcyan",4,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedcyan",5,"Cyan Stained Glass","blockGlass,blockGlassCyan",""
"chisel:glassdyedgray",0,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgray",1,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgray",2,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgray",3,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgray",4,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgray",5,"Gray Stained Glass","blockGlass,blockGlassGray",""
"chisel:glassdyedgreen",0,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedgreen",1,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedgreen",2,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedgreen",3,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedgreen",4,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedgreen",5,"Green Stained Glass","blockGlass,blockGlassGreen",""
"chisel:glassdyedlightblue",0,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightblue",1,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightblue",2,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightblue",3,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightblue",4,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightblue",5,"Light Blue Stained Glass","blockGlass,blockGlassLightBlue",""
"chisel:glassdyedlightgray",0,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlightgray",1,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlightgray",2,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlightgray",3,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlightgray",4,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlightgray",5,"Light Gray Stained Glass","blockGlass,blockGlassLightGray",""
"chisel:glassdyedlime",0,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedlime",1,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedlime",2,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedlime",3,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedlime",4,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedlime",5,"Lime Stained Glass","blockGlass,blockGlassLime",""
"chisel:glassdyedmagenta",0,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedmagenta",1,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedmagenta",2,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedmagenta",3,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedmagenta",4,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedmagenta",5,"Magenta Stained Glass","blockGlass,blockGlassMagenta",""
"chisel:glassdyedorange",0,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedorange",1,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedorange",2,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedorange",3,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedorange",4,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedorange",5,"Orange Stained Glass","blockGlass,blockGlassOrange",""
"chisel:glassdyedpink",0,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpink",1,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpink",2,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpink",3,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpink",4,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpink",5,"Pink Stained Glass","blockGlass,blockGlassPink",""
"chisel:glassdyedpurple",0,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedpurple",1,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedpurple",2,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedpurple",3,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedpurple",4,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedpurple",5,"Purple Stained Glass","blockGlass,blockGlassPurple",""
"chisel:glassdyedred",0,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedred",1,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedred",2,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedred",3,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedred",4,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedred",5,"Red Stained Glass","blockGlass,blockGlassRed",""
"chisel:glassdyedwhite",0,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedwhite",1,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedwhite",2,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedwhite",3,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedwhite",4,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedwhite",5,"White Stained Glass","blockGlass,blockGlassWhite",""
"chisel:glassdyedyellow",0,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glassdyedyellow",1,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glassdyedyellow",2,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glassdyedyellow",3,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glassdyedyellow",4,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glassdyedyellow",5,"Yellow Stained Glass","blockGlass,blockGlassYellow",""
"chisel:glowstone",0,"Glowstone","glowstone",""
"chisel:glowstone",1,"Glowstone","glowstone",""
"chisel:glowstone",2,"Glowstone","glowstone",""
"chisel:glowstone",3,"Glowstone","glowstone",""
"chisel:glowstone",4,"Glowstone","glowstone",""
"chisel:glowstone",5,"Glowstone","glowstone",""
"chisel:glowstone",6,"Glowstone","glowstone",""
"chisel:glowstone",7,"Glowstone","glowstone",""
"chisel:glowstone",8,"Glowstone","glowstone",""
"chisel:glowstone",9,"Glowstone","glowstone",""
"chisel:glowstone",10,"Glowstone","glowstone",""
"chisel:glowstone",11,"Glowstone","glowstone",""
"chisel:glowstone",12,"Glowstone","glowstone",""
"chisel:glowstone",13,"Glowstone","glowstone",""
"chisel:glowstone",14,"Glowstone","glowstone",""
"chisel:glowstone",15,"Glowstone","glowstone",""
"chisel:glowstone1",0,"Glowstone","glowstone",""
"chisel:glowstone1",1,"Glowstone","glowstone",""
"chisel:glowstone1",2,"Glowstone","glowstone",""
"chisel:glowstone1",3,"Glowstone","glowstone",""
"chisel:glowstone1",4,"Glowstone","glowstone",""
"chisel:glowstone1",5,"Glowstone","glowstone",""
"chisel:glowstone1",6,"Glowstone","glowstone",""
"chisel:glowstone1",7,"Glowstone","glowstone",""
"chisel:glowstone1",8,"Glowstone","glowstone",""
"chisel:glowstone1",9,"Glowstone","glowstone",""
"chisel:glowstone1",10,"Glowstone","glowstone",""
"chisel:glowstone1",11,"Glowstone","glowstone",""
"chisel:glowstone1",12,"Glowstone","glowstone",""
"chisel:glowstone1",13,"Glowstone","glowstone",""
"chisel:glowstone1",14,"Glowstone","glowstone",""
"chisel:glowstone1",15,"Glowstone","glowstone",""
"chisel:glowstone2",0,"Glowstone","glowstone",""
"chisel:gold",0,"Block of Gold","blockGold",""
"chisel:gold",1,"Block of Gold","blockGold",""
"chisel:gold",2,"Block of Gold","blockGold",""
"chisel:gold",3,"Block of Gold","blockGold",""
"chisel:gold",4,"Block of Gold","blockGold",""
"chisel:gold",5,"Block of Gold","blockGold",""
"chisel:gold",6,"Block of Gold","blockGold",""
"chisel:gold",7,"Block of Gold","blockGold",""
"chisel:gold",8,"Block of Gold","blockGold",""
"chisel:gold",9,"Block of Gold","blockGold",""
"chisel:gold",10,"Block of Gold","blockGold",""
"chisel:gold",11,"Block of Gold","blockGold",""
"chisel:gold",12,"Block of Gold","blockGold",""
"chisel:gold",13,"Block of Gold","blockGold",""
"chisel:gold",14,"Block of Gold","blockGold",""
"chisel:granite",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",1,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",2,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",3,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",4,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",5,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",6,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",7,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",8,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",9,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",10,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",11,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",12,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",13,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",14,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite",15,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",1,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",2,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",3,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",4,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",5,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",6,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",7,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",8,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",9,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",10,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",11,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",12,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",13,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",14,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite1",15,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:granite2",0,"Granite","stoneGranite,stoneGranitePolished",""
"chisel:hardenedclay",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay",6,"Terracotta","hardenedClay",""
"chisel:hardenedclay",7,"Terracotta","hardenedClay",""
"chisel:hardenedclay",8,"Terracotta","hardenedClay",""
"chisel:hardenedclay",9,"Terracotta","hardenedClay",""
"chisel:hardenedclay",10,"Terracotta","hardenedClay",""
"chisel:hardenedclay",11,"Terracotta","hardenedClay",""
"chisel:hardenedclay",12,"Terracotta","hardenedClay",""
"chisel:hardenedclay",13,"Terracotta","hardenedClay",""
"chisel:hardenedclay",14,"Terracotta","hardenedClay",""
"chisel:hardenedclay",15,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",6,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",7,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",8,"Terracotta","hardenedClay",""
"chisel:hardenedclay1",9,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",0,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",1,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",2,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",3,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",4,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",5,"Terracotta","hardenedClay",""
"chisel:hardenedclay2",6,"Terracotta","hardenedClay",""
"chisel:ice",0,"Ice","blockIce,ice",""
"chisel:ice",1,"Ice","blockIce,ice",""
"chisel:ice",2,"Ice","blockIce,ice",""
"chisel:ice",3,"Ice","blockIce,ice",""
"chisel:ice",4,"Ice","blockIce,ice",""
"chisel:ice",5,"Ice","blockIce,ice",""
"chisel:ice",6,"Ice","blockIce,ice",""
"chisel:ice",7,"Ice","blockIce,ice",""
"chisel:ice",8,"Ice","blockIce,ice",""
"chisel:ice",9,"Ice","blockIce,ice",""
"chisel:ice",10,"Ice","blockIce,ice",""
"chisel:ice",11,"Ice","blockIce,ice",""
"chisel:ice",12,"Ice","blockIce,ice",""
"chisel:ice",13,"Ice","blockIce,ice",""
"chisel:ice",14,"Ice","blockIce,ice",""
"chisel:ice",15,"Ice","blockIce,ice",""
"chisel:ice1",0,"Ice","blockIce,ice",""
"chisel:ice1",1,"Ice","blockIce,ice",""
"chisel:ice1",2,"Ice","blockIce,ice",""
